Sample_ID,Preprocessing_Time_ms,Inference_Time_ms,Postprocessing_Time_ms,Total_Time_ms
291,0.0010,4.0095,0.0000,4.0095
292,0.0010,6.0210,0.0000,6.0210
293,0.0010,4.9996,0.0000,4.9996
294,0.0010,4.5114,0.0000,4.5114
295,0.0010,3.9978,0.0000,3.9978
296,0.0010,5.0123,0.0000,5.0123
297,1.0002,3.9999,0.0000,5.0001
298,0.0010,5.2679,0.0000,5.2679
299,0.0010,4.5016,0.0000,4.5016
300,0.0010,4.0023,0.0000,4.0023
301,0.0010,5.3339,0.0000,5.3339
302,0.0010,4.0038,0.0000,4.0038
303,0.0010,5.5101,0.0000,5.5101
304,0.0010,4.9987,0.0000,4.9987
305,0.0010,4.9999,0.0000,4.9999
306,0.0010,5.0123,0.0000,5.0123
307,0.0010,3.9992,0.0000,3.9992
308,0.0010,5.0182,0.0000,5.0182
309,0.0010,4.0066,0.0000,4.0066
310,0.0010,4.5116,0.0000,4.5116
311,0.0010,3.9985,0.0000,3.9985
312,0.0010,5.2011,0.0000,5.2011
313,0.0010,5.5068,0.0000,5.5068
314,0.0010,6.0000,0.0000,6.0000
315,0.0010,5.0118,0.0000,5.0118
316,0.0010,4.9999,0.0000,4.9999
317,0.0010,9.0139,0.0000,9.0139
318,0.0010,4.9984,0.0000,4.9984
319,0.0010,4.0252,0.0000,4.0252
320,0.0010,4.9994,0.0000,4.9994
321,0.0010,5.0154,0.0000,5.0154
322,0.0010,4.5021,0.0000,4.5021
323,0.0010,5.5232,0.0000,5.5232
324,1.0009,8.5146,0.0000,9.5155
325,0.0010,5.0313,0.0000,5.0313
326,0.0010,4.9994,0.0000,4.9994
327,0.0010,5.0254,0.0000,5.0254
328,0.0010,4.9994,0.0000,4.9994
329,0.0010,4.0357,0.0000,4.0357
330,0.0010,5.0001,0.0000,5.0001
331,0.0010,4.0076,0.0000,4.0076
332,0.0010,4.0002,0.0000,4.0002
333,0.0010,6.1569,0.0000,6.1569
334,0.0010,6.6361,0.0000,6.6361
335,0.0010,4.9996,0.0000,4.9996
336,0.0010,5.0225,0.0000,5.0225
337,0.0010,9.5177,0.0000,9.5177
338,0.0010,4.5023,0.0000,4.5023
339,0.0010,4.0064,0.0000,4.0064
340,0.0010,4.5023,0.0000,4.5023
341,0.0010,5.0025,0.0000,5.0025
342,0.9999,4.0407,0.0000,5.0406
343,0.0010,5.4002,0.0000,5.4002
344,0.0010,4.5056,0.0000,4.5056
345,0.9770,4.9994,0.0000,5.9764
346,0.0010,5.3666,0.0000,5.3666
347,0.9997,4.5044,0.0000,5.5041
348,0.9999,3.9997,0.0000,4.9996
349,0.0010,14.3297,0.0000,14.3297
350,0.0010,4.9989,0.0000,4.9989
351,1.5025,4.0028,0.0000,5.5053
352,0.0010,4.9996,0.0000,4.9996
353,0.0010,5.0004,0.0000,5.0004
354,0.0010,8.0092,0.0000,8.0092
355,1.0006,3.9988,0.0000,4.9994
356,0.0010,5.0004,0.0000,5.0004
357,0.0010,4.0073,0.0000,4.0073
358,0.0010,4.9999,0.0000,4.9999
359,0.0010,4.5147,0.0000,4.5147
360,0.0010,4.0002,0.0000,4.0002
361,0.0010,5.0230,0.0000,5.0230
362,0.0010,5.0285,0.0000,5.0285
363,0.0010,6.0334,0.0000,6.0334
364,0.0010,5.5087,0.0000,5.5087
365,0.0010,8.0018,0.0000,8.0018
366,0.0010,4.5068,0.0000,4.5068
367,0.0010,4.0333,0.0000,4.0333
368,0.0010,5.0001,0.0000,5.0001
369,0.0010,4.5102,0.0000,4.5102
370,0.0010,4.0011,0.0000,4.0011
371,0.0010,5.0144,0.0000,5.0144
372,0.0010,4.9992,0.0000,4.9992
373,0.0010,5.5113,0.0000,5.5113
374,0.0010,5.5075,0.0000,5.5075
375,0.0010,5.0066,0.0000,5.0066
376,0.0010,4.0102,0.0000,4.0102
377,0.0010,5.0008,0.0000,5.0008
378,0.0010,5.2772,0.0000,5.2772
379,0.0010,5.5008,0.0000,5.5008
380,0.0010,4.0023,0.0000,4.0023
381,0.0010,4.8656,0.0000,4.8656
382,0.0010,4.9996,0.0000,4.9996
383,1.0002,3.5040,0.0000,4.5042
384,0.0010,5.5065,0.0000,5.5065
385,0.0010,5.8351,0.0000,5.8351
386,0.0010,5.0073,0.0000,5.0073
387,0.0010,4.5555,0.0000,4.5555
388,0.0010,5.2156,0.0000,5.2156
389,0.0010,4.5044,0.0000,4.5044
390,1.0006,3.9997,0.0000,5.0004
391,0.0010,9.5115,0.0000,9.5115
392,0.0010,4.5106,0.0000,4.5106
393,1.0009,5.0001,0.0000,6.0010
394,1.0004,3.9999,0.0000,5.0004
395,0.9997,6.5069,0.0000,7.5066
396,0.0010,3.9992,0.0000,3.9992
397,0.0010,7.2749,0.0000,7.2749
398,0.0010,4.0088,0.0000,4.0088
399,0.0010,3.9992,0.0000,3.9992
400,0.0010,4.5109,0.0000,4.5109
401,0.0010,3.9985,0.0000,3.9985
402,0.0010,8.5087,0.0000,8.5087
403,0.0010,6.0339,0.0000,6.0339
404,0.0010,8.5204,0.0000,8.5204
405,0.0010,4.0252,0.0000,4.0252
406,0.0010,4.0090,0.0000,4.0090
407,0.0010,4.5049,0.0000,4.5049
408,0.0010,9.5093,0.0000,9.5093
409,0.0010,9.5177,0.0000,9.5177
410,0.0010,4.9987,0.0000,4.9987
411,0.0010,9.0096,0.0000,9.0096
412,0.0010,5.0130,0.0000,5.0130
413,0.0010,11.0300,0.0000,11.0300
414,0.0010,6.2311,0.0000,6.2311
415,1.0004,4.5018,0.0000,5.5022
416,0.0010,5.0337,0.0000,5.0337
417,0.0010,3.9992,0.0000,3.9992
418,0.0010,5.0685,0.0000,5.0685
419,0.0010,5.0004,0.0000,5.0004
420,0.0010,4.0069,0.0000,4.0069
421,0.0010,5.0223,0.0000,5.0223
422,1.0011,4.0002,0.0000,5.0013
423,0.0010,10.0870,0.0000,10.0870
424,0.0010,5.2519,0.0000,5.2519
425,0.0010,4.9999,0.0000,4.9999
426,0.0010,4.0090,0.0000,4.0090
427,0.0010,4.9996,0.0000,4.9996
428,0.0010,4.0064,0.0000,4.0064
429,0.0010,4.9999,0.0000,4.9999
430,0.0010,4.0505,0.0000,4.0505
431,0.0010,5.0433,0.0000,5.0433
432,0.0010,7.0059,0.0000,7.0059
433,0.0010,5.5091,0.0000,5.5091
434,0.0010,5.5046,0.0000,5.5046
435,0.0010,5.0001,0.0000,5.0001
436,0.0010,5.0297,0.0000,5.0297
437,0.0010,3.9995,0.0000,3.9995
438,0.0010,4.0064,0.0000,4.0064
439,0.0010,4.5083,0.0000,4.5083
440,0.0010,5.0402,0.0000,5.0402
441,0.0010,4.5040,0.0000,4.5040
442,1.0006,3.9988,0.0000,4.9994
443,0.0010,5.4622,0.0000,5.4622
444,0.0010,5.0001,0.0000,5.0001
445,0.0010,5.5146,0.0000,5.5146
446,0.0010,5.0659,0.0000,5.0659
447,0.0010,9.0206,0.0000,9.0206
448,0.0010,9.0203,0.0000,9.0203
449,0.0010,4.0026,0.0000,4.0026
450,0.0010,4.0095,0.0000,4.0095
451,0.0010,5.0077,0.0000,5.0077
452,0.0010,4.0028,0.0000,4.0028
453,0.0010,5.0001,0.0000,5.0001
454,1.0302,5.0006,0.0000,6.0308
455,0.0010,5.5044,0.0000,5.5044
456,0.0010,3.9988,0.0000,3.9988
457,0.0010,5.0392,0.0000,5.0392
458,0.0010,5.0206,0.0000,5.0206
459,0.0010,5.0001,0.0000,5.0001
460,0.0010,4.4494,0.0000,4.4494
461,0.0010,4.2026,0.0000,4.2026
462,0.0010,4.5049,0.0000,4.5049
463,0.0010,5.0073,0.0000,5.0073
464,0.0010,5.0027,0.0000,5.0027
465,0.0010,4.5366,0.0000,4.5366
466,0.0010,4.9980,0.0000,4.9980
467,0.0010,5.1198,0.0000,5.1198
468,0.0010,3.9995,0.0000,3.9995
469,0.0010,4.0653,0.0000,4.0653
470,0.0010,5.0004,0.0000,5.0004
471,0.0010,4.0116,0.0000,4.0116
472,0.0010,4.0069,0.0000,4.0069
473,0.0010,5.5270,0.0000,5.5270
474,0.0010,6.0713,0.0000,6.0713
475,0.0010,4.9996,0.0000,4.9996
476,0.0010,9.5100,0.0000,9.5100
477,0.0010,5.0035,0.0000,5.0035
478,0.0010,4.9994,0.0000,4.9994
479,1.0743,3.9995,0.0000,5.0738
480,0.0010,12.5780,0.0000,12.5780
481,0.0010,5.0061,0.0000,5.0061
482,0.0010,4.5078,0.0000,4.5078
483,0.0010,5.0008,0.0000,5.0008
484,0.0010,5.0468,0.0000,5.0468
485,0.0010,7.0310,0.0000,7.0310
486,0.0010,5.0006,0.0000,5.0006
487,0.0010,5.0104,0.0000,5.0104
488,0.0010,5.5020,0.0000,5.5020
489,1.0009,4.5059,0.0000,5.5068
490,0.0010,4.9994,0.0000,4.9994
491,1.0006,4.0357,0.0000,5.0364
492,0.0010,5.0006,0.0000,5.0006
493,0.0010,4.9982,0.0000,4.9982
494,0.0010,10.5102,0.0000,10.5102
495,1.0002,4.5078,0.0000,5.5079
496,0.0010,4.5013,0.0000,4.5013
497,0.0010,4.5090,0.0000,4.5090
498,0.0010,3.9997,0.0000,3.9997
499,0.0010,4.0088,0.0000,4.0088
500,0.0010,4.5097,0.0000,4.5097
501,0.0010,4.0066,0.0000,4.0066
502,0.0010,4.5023,0.0000,4.5023
503,0.0010,4.9992,0.0000,4.9992
504,0.0010,4.5056,0.0000,4.5056
505,0.0010,5.1713,0.0000,5.1713
506,0.0010,4.5097,0.0000,4.5097
507,0.0010,4.5083,0.0000,4.5083
508,0.0010,3.9992,0.0000,3.9992
509,0.0010,5.0075,0.0000,5.0075
510,0.0010,5.0006,0.0000,5.0006
511,0.0010,4.0739,0.0000,4.0739
512,0.0010,4.0004,0.0000,4.0004
513,0.0010,5.0139,0.0000,5.0139
514,0.0010,11.5473,0.0000,11.5473
515,1.0004,4.5021,0.0000,5.5025
516,0.0010,4.9992,0.0000,4.9992
517,0.0010,4.5137,0.0000,4.5137
518,0.0010,4.9992,0.0000,4.9992
519,0.0010,4.0271,0.0000,4.0271
520,0.0010,4.9999,0.0000,4.9999
521,0.0010,5.0228,0.0000,5.0228
522,0.0010,4.0064,0.0000,4.0064
523,0.0010,5.1231,0.0000,5.1231
524,0.0010,5.0447,0.0000,5.0447
525,0.9997,6.0000,0.0000,6.9997
526,0.0010,5.0120,0.0000,5.0120
527,0.0010,5.0058,0.0000,5.0058
528,0.0010,5.0645,0.0000,5.0645
529,0.0010,4.0069,0.0000,4.0069
530,0.0010,4.0071,0.0000,4.0071
531,0.0010,5.7800,0.0000,5.7800
532,1.0004,4.0410,0.0000,5.0414
533,0.0010,4.0431,0.0000,4.0431
534,0.0010,5.0008,0.0000,5.0008
535,0.9997,4.4014,0.0000,5.4011
536,0.0010,4.5023,0.0000,4.5023
537,0.0010,5.0025,0.0000,5.0025
538,0.0010,4.0543,0.0000,4.0543
539,0.0010,5.0070,0.0000,5.0070
540,0.9992,4.0269,0.0000,5.0261
541,0.0010,4.9984,0.0000,4.9984
542,0.0010,5.1630,0.0000,5.1630
543,0.0010,5.0280,0.0000,5.0280
544,0.0010,4.9996,0.0000,4.9996
545,0.0010,4.5102,0.0000,4.5102
546,0.0010,4.0066,0.0000,4.0066
547,0.0010,5.0225,0.0000,5.0225
548,0.0010,4.0069,0.0000,4.0069
549,0.0010,11.0500,0.0000,11.0500
550,0.0010,4.0064,0.0000,4.0064
551,0.0010,4.0772,0.0000,4.0772
552,1.0006,3.9992,0.0000,4.9999
553,0.0010,5.0285,0.0000,5.0285
554,0.0010,7.5185,0.0000,7.5185
555,0.0010,3.9973,0.0000,3.9973
556,0.0010,5.0025,0.0000,5.0025
557,0.0010,5.0569,0.0000,5.0569
558,1.0004,3.9995,0.0000,4.9999
559,0.0010,5.0364,0.0000,5.0364
560,0.0010,4.9996,0.0000,4.9996
561,1.0023,4.0452,0.0000,5.0476
562,0.0010,6.0005,0.0000,6.0005
563,1.0052,6.5017,0.0000,7.5068
564,0.0010,7.5104,0.0000,7.5104
565,0.0010,11.7440,0.0000,11.7440
566,0.9997,6.5072,0.0000,7.5068
567,0.0010,4.9987,0.0000,4.9987
568,0.0010,4.0066,0.0000,4.0066
569,1.0011,4.5037,0.0000,5.5048
570,0.0010,5.0080,0.0000,5.0080
571,0.0010,4.0088,0.0000,4.0088
572,0.0010,4.9999,0.0000,4.9999
573,0.0010,4.0102,0.0000,4.0102
574,0.0010,4.0071,0.0000,4.0071
575,1.0035,3.9990,0.0000,5.0025
576,0.0010,5.0251,0.0000,5.0251
577,0.0010,4.0076,0.0000,4.0076
578,0.0010,5.5115,0.0000,5.5115
579,0.0010,5.0073,0.0000,5.0073
580,0.0010,3.9995,0.0000,3.9995
581,0.0010,5.0120,0.0000,5.0120
582,0.0010,5.5099,0.0000,5.5099
583,0.0010,3.9990,0.0000,3.9990
584,0.0010,6.0375,0.0000,6.0375
585,0.0010,5.0035,0.0000,5.0035
586,0.0010,5.0128,0.0000,5.0128
587,0.0010,4.0030,0.0000,4.0030
588,0.0010,4.0085,0.0000,4.0085
589,0.0010,4.5056,0.0000,4.5056
590,0.0010,4.0064,0.0000,4.0064
591,0.0010,4.5111,0.0000,4.5111
592,0.0010,5.0070,0.0000,5.0070
593,0.0010,5.0328,0.0000,5.0328
594,0.0010,7.0107,0.0000,7.0107
595,0.0010,4.9994,0.0000,4.9994
596,1.0002,4.0553,0.0000,5.0554
597,0.0010,5.5063,0.0000,5.5063
598,1.5023,4.0026,0.0000,5.5048
599,0.0010,4.5145,0.0000,4.5145
600,1.0028,3.9999,0.0000,5.0027
601,0.0010,5.0259,0.0000,5.0259
602,0.0010,5.0001,0.0000,5.0001
603,0.0010,5.1711,0.0000,5.1711
604,0.0010,4.9992,0.0000,4.9992
605,0.0010,4.2682,0.0000,4.2682
606,0.0010,3.9992,0.0000,3.9992
607,0.0010,5.0023,0.0000,5.0023
608,0.0010,4.0002,0.0000,4.0002
609,0.0010,5.0004,0.0000,5.0004
610,0.0010,5.0273,0.0000,5.0273
611,0.0010,3.9997,0.0000,3.9997
612,0.0010,4.5362,0.0000,4.5362
613,1.0018,6.9985,0.0000,8.0004
614,1.0014,10.0987,0.0000,11.1001
615,0.0010,5.0189,0.0000,5.0189
616,0.0010,5.0123,0.0000,5.0123
617,0.9999,4.0007,0.0000,5.0006
618,0.0010,5.0170,0.0000,5.0170
619,0.0010,3.9985,0.0000,3.9985
620,0.0010,4.0076,0.0000,4.0076
621,0.0010,4.0231,0.0000,4.0231
622,0.0010,4.0064,0.0000,4.0064
623,0.0010,6.0201,0.0000,6.0201
624,0.0010,4.9989,0.0000,4.9989
625,0.0010,5.0223,0.0000,5.0223
626,0.0010,5.5037,0.0000,5.5037
627,1.0002,3.9997,0.0000,4.9999
628,0.0010,4.0410,0.0000,4.0410
629,0.0010,8.5139,0.0000,8.5139
630,0.0010,4.0066,0.0000,4.0066
