Sample_ID,Preprocessing_Time_ms,Inference_Time_ms,Postprocessing_Time_ms,Rendering_Time_ms,Total_Time_ms
129,0.1273,4.1032,0.0010,5.8880,10.1206
130,0.1278,4.3442,0.0010,6.2969,10.7710
131,0.1202,4.4324,0.0010,6.9258,11.4806
132,0.1132,4.0410,0.0010,5.2540,9.4104
133,0.1333,5.0094,0.0010,7.2522,12.3968
134,0.1769,6.8705,0.0010,7.0498,14.0998
135,0.1237,4.3573,0.0010,4.9515,9.4345
136,0.1118,4.1976,0.0069,5.8837,10.2026
137,0.1163,3.9811,0.0010,6.5114,10.6106
138,0.1156,3.8455,0.0010,6.3014,10.2644
139,0.1123,3.9234,0.0010,5.5604,9.5983
140,0.1099,3.7863,0.0010,6.5658,10.4640
141,0.1702,8.4553,0.0010,17.0028,25.6312
142,0.3331,10.7636,0.0010,9.6169,20.7186
143,0.2465,5.0528,0.0010,5.2443,10.5484
144,0.1223,4.3030,0.0010,6.5031,10.9310
145,0.1111,4.1804,0.0010,5.8265,10.1199
146,0.1092,4.1564,0.0010,4.9388,9.2065
147,0.1099,4.0622,0.0010,5.7590,9.9330
148,0.1259,4.1814,0.0010,7.3402,11.6496
149,0.1080,4.3602,0.0010,5.5513,10.0217
150,0.1106,3.9539,0.0010,5.3518,9.4185
151,0.1261,4.2319,0.0010,6.3469,10.7071
152,0.1988,4.6990,0.0010,7.2806,12.1808
153,0.1719,4.3952,0.0010,6.3252,10.8955
154,0.1371,5.4364,0.0010,6.7916,12.3682
155,0.1507,5.5234,0.0010,6.3565,12.0323
156,0.1113,4.0226,0.0010,6.4991,10.6351
157,0.1092,3.9029,0.0010,11.0149,15.0290
158,0.1552,4.4103,0.0010,5.8393,10.4072
159,0.1171,4.5738,0.0010,7.2105,11.9038
160,0.1113,4.1635,0.0010,5.6727,9.9497
161,0.1440,4.2636,0.0010,7.5533,11.9631
162,0.1292,4.5085,0.0010,7.0128,11.6522
163,0.1886,4.9512,0.0010,8.8255,13.9678
164,0.1347,4.5307,0.0010,4.4806,9.1484
165,0.1111,5.2936,0.0010,5.7950,11.2016
166,0.1140,4.0767,0.0010,6.2175,10.4103
167,0.1330,4.2269,0.0010,6.2385,10.5999
168,0.1137,3.9899,0.0010,7.9753,12.0804
169,0.1051,4.7810,0.0010,6.1920,11.0805
170,0.1116,3.8218,0.0010,6.1204,10.0555
171,0.1242,4.0183,0.0010,4.9717,9.1164
172,0.1109,5.6038,0.0010,6.0434,11.7617
173,0.1285,4.7333,0.0010,5.7588,10.6249
174,0.1471,4.1726,0.0010,10.5450,14.8666
175,0.1421,4.4446,0.0010,6.5556,11.1442
176,0.1259,4.2171,0.0010,7.0522,11.3981
177,0.1152,4.1349,0.0010,5.6906,9.9425
178,0.1104,4.1032,0.0010,5.0271,9.2428
179,0.1080,3.9897,0.0010,6.0911,10.1910
180,0.1140,4.1509,0.0010,5.9698,10.2365
181,0.1221,4.3154,0.0010,7.0431,11.4827
182,0.1159,4.2038,0.0010,5.8870,10.2088
183,0.1414,4.5087,0.0010,5.9454,10.5979
184,0.1910,6.6123,0.0010,4.7712,11.5767
185,0.1309,4.5664,0.0010,5.7485,10.4489
186,0.1173,4.2357,0.0010,7.9546,12.3105
187,0.1087,3.9546,0.0010,6.9597,11.0250
188,0.1094,4.1249,0.0010,6.6783,10.9143
189,0.1626,6.5031,0.0010,5.5380,12.2061
190,0.1121,4.3955,0.0010,7.9122,12.4216
191,0.1140,4.3745,0.0010,9.0857,13.5760
192,0.1271,4.3058,0.0010,8.6510,13.0875
193,0.1371,4.5040,0.0010,6.2833,10.9270
194,0.1507,4.8645,0.0010,7.4110,12.4278
195,0.1154,4.1142,0.0010,4.5080,8.7402
196,0.1493,4.6873,0.0010,5.1928,10.0310
197,0.1090,4.1053,0.0010,6.2313,10.4470
198,0.1254,3.9713,0.0010,5.1944,9.2931
199,0.1249,4.4584,0.0010,5.2929,9.8786
