Sample_ID,Preprocessing_Time_ms,Inference_Time_ms,Postprocessing_Time_ms,Rendering_Time_ms,Total_Time_ms
96,0.2079,5.1310,0.0010,8.2550,13.5968
97,0.2053,5.0533,0.0010,6.3968,11.6577
98,0.1996,4.7908,0.0010,7.4718,12.4648
99,0.1938,5.4185,0.0010,6.4781,12.0926
100,0.1905,6.0830,0.0010,6.9711,13.2477
101,0.1972,5.3740,0.0010,6.9242,12.4977
102,0.2005,5.4018,0.0010,6.5565,12.1613
103,0.1671,4.6575,0.0010,6.4783,11.3056
104,0.1907,6.0923,0.0010,8.0380,14.3232
105,0.2017,5.4533,0.0010,6.9978,12.6557
106,0.1690,4.6744,0.0010,6.5563,11.4021
107,0.1881,5.7178,0.0010,6.7642,12.6727
108,0.1545,5.2950,0.0010,7.0989,12.5513
109,0.1941,6.9702,0.0010,7.1731,14.3397
110,0.1950,5.7151,0.0010,6.7248,12.6371
111,0.2131,5.1513,0.0010,8.0774,13.4444
112,0.1719,4.7076,0.0010,7.5824,12.4648
113,0.2015,4.9286,0.0010,6.8526,11.9863
114,0.2649,5.3930,0.0010,7.7374,13.3982
115,0.2592,8.0235,0.0010,6.7153,15.0015
116,0.1793,4.9865,0.0010,6.4211,11.5895
117,0.1562,4.1854,0.0010,7.9670,12.3107
118,0.2496,4.3800,0.0010,6.9091,11.5416
119,0.1848,5.1277,0.0010,6.5978,11.9133
120,0.1719,4.6935,0.0010,6.8309,11.7004
121,0.2041,4.4079,0.0010,6.5129,11.1279
122,0.1786,4.5671,0.0010,9.2156,13.9673
123,0.4599,6.4163,0.0010,11.3053,18.1897
124,0.2174,5.0530,0.0010,7.6804,12.9554
125,0.1962,4.6759,0.0010,6.2723,11.1468
126,0.2005,4.4954,0.0010,7.3550,12.0537
127,0.2172,4.4811,0.0010,6.4228,11.1251
128,0.1681,4.4816,0.0010,5.9862,10.6397
129,0.1717,5.1723,0.0010,7.4975,12.8446
130,0.1705,5.2340,0.0010,7.2980,12.7053
131,0.1531,5.1124,0.0010,5.5540,10.8225
132,0.1779,4.3273,0.0010,7.6783,12.1861
133,0.1853,4.3490,0.0010,7.5736,12.1098
134,0.1833,4.4684,0.0010,7.5071,12.1613
135,0.1924,4.4572,0.0010,6.5160,11.1682
136,0.1974,5.7936,0.0010,6.3994,12.3932
137,0.1965,6.6931,0.0010,6.1631,13.0556
138,0.1650,4.5969,0.0010,5.7724,10.5364
139,0.1655,4.6751,0.0010,8.0595,12.9032
140,0.1991,5.8742,0.0010,7.5819,13.6576
141,0.1609,9.0411,0.0010,6.5162,15.7208
142,0.2141,9.1822,0.0010,7.0100,16.4092
143,0.1733,8.3492,0.0010,5.9135,14.4389
144,0.1781,4.4832,0.0010,6.7189,11.3826
145,0.2117,5.3232,0.0010,8.0779,13.6156
146,0.1588,6.2206,0.0010,6.4313,12.8129
147,0.1738,4.4582,0.0010,6.8297,11.4644
148,0.1597,4.7269,0.0010,7.4542,12.3436
149,0.1571,5.0714,0.0010,6.4421,11.6737
150,0.1600,5.8670,0.0010,6.4654,12.4950
151,0.1979,9.6431,0.0010,7.3304,17.1750
152,0.1593,4.5137,0.0010,7.9932,12.6684
153,0.1659,4.4208,0.0010,6.7260,11.3163
154,0.1700,4.4873,0.0010,5.6777,10.3376
155,0.1965,6.1545,0.0010,7.4432,13.7973
156,0.1991,5.1434,0.0010,8.6184,13.9642
157,0.2136,7.8995,0.0010,7.4508,15.5666
158,0.1690,4.5598,0.0010,7.1900,11.9216
159,0.3409,9.0830,0.0010,7.9985,17.4258
160,0.1874,4.2307,0.0010,7.3175,11.7385
161,0.2313,7.3123,0.0010,7.4134,14.9603
162,0.1848,4.7748,0.0010,7.0300,11.9925
163,0.2179,6.5701,0.0010,8.5056,15.2969
164,0.1898,4.5280,0.0010,7.3504,12.0709
165,0.1652,4.7462,0.0010,6.6366,11.5511
166,0.1521,5.8193,0.0010,5.9881,11.9622
167,0.1612,4.4749,0.0010,5.8339,10.4725
168,0.1791,6.5970,0.0010,7.5009,14.2810
169,0.1674,4.9896,0.0010,7.0276,12.1868
170,0.1729,5.1336,0.0010,8.4257,13.7348
171,0.1755,4.7834,0.0010,8.7390,13.7005
172,0.1535,4.3311,0.0010,6.0310,10.5178
173,0.1674,4.6003,0.0010,8.0748,12.8453
174,0.1609,5.2745,0.0010,7.8537,13.2926
175,0.1500,5.8179,0.0010,6.3167,12.2869
176,0.1626,6.2597,0.0010,7.1855,13.6106
177,0.1566,5.0478,0.0010,7.6804,12.8877
178,0.1614,4.5967,0.0010,6.2075,10.9682
179,0.1705,5.6574,0.0010,6.5389,12.3687
180,0.1705,4.8015,0.0010,6.3512,11.3249
181,0.1888,4.3342,0.0010,6.1028,10.6287
182,0.1593,4.7743,0.0010,7.7126,12.6486
183,0.1607,5.4820,0.0010,6.8502,12.4960
184,0.1569,4.5090,0.0010,7.6523,12.3210
185,0.2024,4.5779,0.0010,7.4117,12.1953
186,0.1974,5.4638,0.0010,8.0671,13.7305
187,0.1681,4.4210,0.0010,6.8657,11.4584
188,0.1788,4.7507,0.0010,5.6815,10.6142
189,0.1576,6.4311,0.0010,8.1127,14.7052
190,0.1960,5.1455,0.0010,7.2949,12.6393
191,0.1595,5.6322,0.0010,6.4709,12.2652
192,0.1559,4.5300,0.0010,6.3691,11.0569
193,0.1731,4.7035,0.0010,7.6175,12.4969
194,0.2091,6.5677,0.0010,6.7747,13.5541
195,0.1600,4.9732,0.0010,6.6323,11.7686
196,0.1709,4.6308,0.0010,6.0935,10.8974
197,0.1833,4.7865,0.0010,7.2134,12.1856
198,0.1779,5.0399,0.0010,6.5894,11.8110
199,0.1855,4.3609,0.0010,6.8827,11.4322
200,0.1655,4.7460,0.0010,8.0202,12.9347
201,0.2282,4.6940,0.0010,7.2181,12.1427
202,0.1671,4.9465,0.0010,5.1258,10.2413
203,0.2449,5.3184,0.0010,7.7291,13.2973
204,0.2265,5.8026,0.0010,7.5126,13.5450
205,0.2325,4.4789,0.0010,6.9785,11.6920
206,0.1523,5.2791,0.0010,6.3307,11.7655
207,0.1616,6.1610,0.0010,8.1432,14.4682
208,0.1655,4.9515,0.0010,7.2451,12.3649
209,0.1755,4.7030,0.0010,6.5367,11.4183
210,0.1690,4.5331,0.0010,6.5494,11.2531
211,0.1690,4.6854,0.0010,7.8788,12.7366
212,0.1771,4.9181,0.0010,7.2389,12.3372
213,0.1719,4.7240,0.0010,7.1490,12.0490
214,0.2029,5.1906,0.0010,7.8781,13.2744
215,0.2391,4.8244,0.0010,6.1066,11.1737
216,0.1922,5.5585,0.0010,7.1979,12.9509
217,0.1938,6.4006,0.0010,6.8052,13.4029
218,0.1647,5.1618,0.0010,7.5927,12.9220
219,0.1643,4.8642,0.0010,6.0816,11.1129
220,0.1984,5.5792,0.0010,7.0155,12.7952
221,0.1664,4.6775,0.0010,6.5129,11.3595
222,0.2031,5.0404,0.0010,7.0219,12.2685
223,0.1733,4.7801,0.0010,7.4034,12.3591
224,0.1571,4.9269,0.0010,6.6726,11.7595
225,0.1595,4.9529,0.0010,8.1506,13.2651
226,0.1621,5.1529,0.0010,6.6800,11.9984
227,0.1645,4.4096,0.0010,6.2332,10.8097
228,0.2058,4.7793,0.0010,7.5719,12.5637
229,0.1879,5.4934,0.0010,6.2749,11.9598
230,0.2208,4.2851,0.0010,6.7575,11.2660
231,0.3846,4.6065,0.0010,6.7334,11.7276
232,0.1900,5.2185,0.0010,6.4201,11.8318
233,0.1655,5.6009,0.0010,6.4003,12.1706
234,0.1588,4.6489,0.0010,7.6647,12.4745
235,0.1714,6.5863,0.0010,7.4751,14.2353
236,0.1726,4.5819,0.0010,5.7869,10.5438
237,0.1643,4.6425,0.0010,7.4039,12.2137
238,0.1893,4.2710,0.0010,7.3457,11.8086
239,0.1564,5.3864,0.0010,8.4391,13.9842
240,0.1686,5.6310,0.0010,6.7060,12.5084
241,0.1531,5.0366,0.0010,7.0176,12.2097
242,0.1607,4.6475,0.0010,7.0865,11.8980
243,0.1760,4.7774,0.0010,7.7794,12.7351
244,0.1712,5.2469,0.0010,5.9412,11.3623
245,0.2005,4.4653,0.0010,6.4828,11.1516
246,0.1924,4.2140,0.0010,5.9662,10.3757
247,0.1566,5.1124,0.0010,8.6696,13.9420
248,0.1647,4.8444,0.0010,6.2790,11.2906
249,0.1631,5.3570,0.0010,8.3141,13.8369
250,0.1619,5.1191,0.0010,7.7064,12.9905
251,0.1636,4.5056,0.0010,8.6536,13.3255
252,0.1867,4.2641,0.0010,7.0815,11.5352
253,0.1724,4.4217,0.0010,7.8964,12.4924
254,0.1681,4.5474,0.0010,6.5484,11.2667
255,0.1867,4.6265,0.0010,6.5742,11.3907
256,0.1402,4.8110,0.0010,7.5510,12.5053
257,0.1466,4.6589,0.0010,7.4289,12.2368
258,0.1593,6.0606,0.0010,8.6508,14.8745
259,0.1628,4.8347,0.0010,8.2538,13.2537
260,0.2060,5.3325,0.0010,6.2535,11.7948
261,0.1652,4.7107,0.0010,8.0595,12.9375
262,0.1783,4.5390,0.0010,8.0810,12.8009
263,0.1719,8.3742,0.0010,8.1100,16.6597
264,0.1662,4.5941,0.0010,6.5584,11.3213
265,0.2291,5.2650,0.0010,8.6541,14.1509
266,0.1762,4.8695,0.0010,7.6253,12.6758
267,0.1879,4.8416,0.0010,6.5186,11.5499
268,0.1791,5.5299,0.0010,6.5291,12.2402
269,0.1543,4.7121,0.0010,7.7283,12.5978
270,0.1614,4.4160,0.0010,6.9799,11.5602
271,0.1924,4.4558,0.0010,7.1466,11.7972
272,0.2196,4.8563,0.0010,6.7680,11.8470
273,0.1705,4.3972,0.0010,8.0156,12.5859
274,0.2594,4.5848,0.0010,8.0991,12.9461
275,0.1576,4.9226,0.0010,5.6498,10.7324
276,0.1566,5.7468,0.0010,5.5428,11.4481
277,0.1667,4.4434,0.0010,8.0719,12.6848
278,0.1698,4.5066,0.0010,7.0009,11.6801
279,0.1955,7.0829,0.0010,8.6706,15.9512
280,0.1609,4.6737,0.0010,7.5581,12.3951
281,0.1640,4.8630,0.0010,7.4854,12.5148
282,0.1817,4.7467,0.0010,8.8329,13.7639
283,0.1652,4.4394,0.0010,7.2694,11.8771
284,0.1619,4.9062,0.0010,6.9857,12.0556
285,0.1917,6.4461,0.0010,7.4680,14.1089
286,0.1616,4.9357,0.0010,6.7856,11.8854
287,0.1607,4.8909,0.0010,7.9572,13.0117
288,0.1698,4.6141,0.0010,7.0350,11.8220
289,0.2048,4.7066,0.0010,7.6540,12.5682
290,0.1709,4.6701,0.0010,7.3488,12.1930
291,0.2503,5.9271,0.0010,6.9065,13.0885
292,0.1717,4.9920,0.0010,6.0837,11.2503
293,0.1683,5.0137,0.0010,5.6357,10.8204
294,0.2034,4.6630,0.0010,8.2970,13.1660
295,0.1733,4.6644,0.0010,6.9330,11.7738
296,0.1955,6.6893,0.0010,7.3669,14.2543
297,0.1726,6.5410,0.0010,7.2250,13.9413
298,0.1736,4.6456,0.0010,7.9720,12.7938
299,0.1683,4.7548,0.0010,7.8878,12.8143
300,0.2110,5.0547,0.0010,6.9096,12.1779
301,0.1786,4.6368,0.0010,6.0000,10.8180
302,0.1612,4.9036,0.0010,8.2943,13.3610
303,0.1588,5.3124,0.0010,7.1735,12.6476
304,0.1624,5.3337,0.0010,7.2682,12.7668
305,0.1614,4.9586,0.0010,7.5176,12.6414
306,0.1962,6.0213,0.0010,7.5417,13.7615
307,0.2031,5.2180,0.0010,9.0499,14.4734
308,0.2210,8.2722,0.0010,7.5934,16.0892
309,0.1619,4.5810,0.0010,6.0935,10.8395
310,0.1700,4.5676,0.0010,7.2970,12.0370
311,0.1998,6.9549,0.0010,7.6487,14.8060
312,0.2084,5.8525,0.0010,7.1173,13.1810
313,0.1616,4.7534,0.0010,6.2091,11.1270
314,0.1762,4.6263,0.0010,7.5552,12.3606
315,0.1495,4.6892,0.0010,7.2873,12.1284
316,0.1547,5.6317,0.0010,8.0721,13.8621
317,0.1574,4.8187,0.0010,7.2069,12.1856
318,0.1621,4.7946,0.0010,7.4968,12.4562
319,0.1647,4.6775,0.0010,7.1423,11.9877
320,0.2003,6.9625,0.0010,6.3221,13.4873
321,0.1752,4.7207,0.0010,8.3377,13.2368
322,0.1643,4.6806,0.0010,7.7410,12.5895
323,0.3335,11.3235,0.0010,8.1184,19.7811
324,0.2575,4.9772,0.0010,10.1101,15.3489
325,0.1881,4.5080,0.0010,6.9938,11.6930
326,0.2282,9.0835,0.0010,7.6566,16.9713
327,0.1960,7.5371,0.0010,6.0401,13.7765
328,0.1621,4.4792,0.0010,6.5639,11.2081
329,0.2124,7.6425,0.0010,8.0914,15.9495
330,0.1826,4.5009,0.0010,5.7623,10.4485
331,0.1681,4.5109,0.0010,6.3179,10.9997
332,0.1884,4.6573,0.0010,7.4761,12.3243
333,0.2046,4.6377,0.0010,7.5035,12.3479
334,0.1543,4.9636,0.0010,5.9817,11.1020
335,0.1585,4.7789,0.0010,7.5092,12.4493
336,0.1736,4.8401,0.0010,6.4878,11.5037
337,0.1855,4.6871,0.0010,8.7836,13.6583
338,0.1733,4.7467,0.0010,7.1197,12.0425
339,0.1657,4.7944,0.0010,7.5753,12.5380
340,0.1886,4.7812,0.0010,6.9292,11.9023
341,0.1831,4.3895,0.0010,7.0641,11.6398
342,0.1640,4.9555,0.0010,6.4273,11.5495
343,0.2000,4.2658,0.0010,7.1187,11.5874
344,0.1676,4.8318,0.0010,7.1089,12.1105
345,0.1583,4.7972,0.0010,6.6903,11.6484
346,0.1583,4.6506,0.0010,7.6935,12.5046
347,0.1557,6.6066,0.0010,8.3315,15.0964
348,0.2363,4.6859,0.0010,6.4654,11.3904
349,0.1650,6.2571,0.0310,7.0355,13.4909
350,0.1874,5.4021,0.0010,7.9558,13.5481
351,0.1636,4.4806,0.0010,7.4377,12.0840
352,0.2048,5.1522,0.0010,8.9457,14.3054
353,0.1948,4.2386,0.0010,7.1213,11.5571
354,0.1755,4.8015,0.0010,7.7903,12.7707
355,0.1626,4.7085,0.0010,6.5386,11.4138
356,0.2117,4.5671,0.0010,7.2846,12.0664
357,0.2141,4.8137,0.0010,6.1884,11.2185
358,0.1566,4.5960,0.0010,6.6862,11.4415
359,0.1583,6.7153,0.0010,6.8326,13.7091
360,0.1972,6.8355,0.0010,7.7236,14.7600
361,0.2120,5.2652,0.0010,6.7716,12.2514
362,0.2027,5.4498,0.0010,7.9124,13.5677
363,0.1621,4.9789,0.0010,6.7623,11.9061
364,0.1657,4.7488,0.0010,6.3274,11.2448
365,0.1802,4.6439,0.0010,7.4229,12.2499
366,0.2470,6.7604,0.0010,6.6409,13.6507
367,0.1507,4.8666,0.0010,6.2685,11.2886
368,0.1526,4.5021,0.0010,7.0128,11.6713
369,0.1652,4.8645,0.0010,7.8390,12.8720
370,0.1671,4.2391,0.0010,8.5289,12.9373
371,0.1729,4.7491,0.0010,7.0543,11.9784
372,0.1731,4.1306,0.0010,6.0990,10.4048
373,0.1864,5.5733,0.0010,5.8517,11.6141
374,0.1998,5.2688,0.0010,7.0083,12.4800
375,0.1903,5.0378,0.0010,6.5193,11.7500
376,0.1764,4.4920,0.0010,7.3802,12.0518
377,0.1640,4.6017,0.0010,6.1455,10.9131
378,0.2167,7.0713,0.0010,7.1516,14.4420
379,0.1788,4.5397,0.0010,5.9841,10.7057
380,0.1853,7.0510,0.0010,7.4229,14.6625
381,0.1559,5.2860,0.0010,5.6155,11.0605
382,0.1900,6.7954,0.0010,6.1977,13.1857
383,0.1609,4.5059,0.0010,8.3621,13.0308
384,0.2189,5.9817,0.0010,6.8133,13.0162
385,0.2067,5.8784,0.0010,7.1542,13.2413
386,0.1712,4.6771,0.0010,8.0187,12.8701
387,0.1614,4.6635,0.0010,9.2847,14.1137
388,0.2329,5.4986,0.0010,8.4317,14.1659
389,0.1807,4.4575,0.0010,7.3843,12.0254
390,0.3576,9.3477,0.0010,6.7239,16.4323
391,0.1657,4.4906,0.0010,7.4220,12.0814
392,0.1783,6.5167,0.0010,8.9042,15.6019
393,0.2580,7.7381,0.0010,7.9701,15.9698
394,0.1986,5.9841,0.0010,7.9777,14.1625
395,0.1607,4.3905,0.0010,6.2208,10.7751
396,0.2105,6.4638,0.0010,7.1540,13.8307
397,0.2084,5.9707,0.0010,6.0747,12.2557
398,0.1850,8.4190,0.0010,7.3202,15.9266
399,0.1953,4.2851,0.0010,6.7735,11.2567
400,0.1652,4.7843,0.0010,6.5320,11.4844
401,0.1624,4.9644,0.0010,6.7296,11.8585
402,0.1652,8.0295,0.0010,7.1084,15.3058
403,0.1588,4.9226,0.0010,7.6106,12.6960
404,0.1626,4.3190,0.0010,5.7023,10.1862
405,0.1724,4.6675,0.0010,6.7739,11.6165
406,0.2074,5.7147,0.0010,7.7364,13.6621
407,0.1743,4.9205,0.0010,8.0342,13.1326
408,0.1824,4.5967,0.0010,6.0966,10.8793
409,0.1550,5.7170,0.0010,7.4487,13.3231
410,0.1588,5.1329,0.0010,7.1859,12.4805
411,0.1566,5.3349,0.0010,5.4324,10.9272
412,0.1636,4.4646,0.0010,6.5515,11.1823
413,0.1850,4.3447,0.0010,7.2088,11.7407
414,0.3657,7.5071,0.0010,6.6409,14.5164
415,0.1626,4.6706,0.0010,5.3883,10.2243
416,0.1523,5.7220,0.0010,6.7353,12.6131
417,0.1929,5.8820,0.0010,6.6893,12.7666
418,0.1578,4.5886,0.0010,7.7941,12.5442
419,0.1671,4.3113,0.0010,8.2564,12.7373
420,0.2227,8.3215,0.0010,6.3944,14.9436
421,0.1922,6.6848,0.0010,6.6376,13.5171
422,0.1771,4.6957,0.0010,6.6891,11.5645
423,0.1640,4.9524,0.0010,8.3766,13.4964
424,0.2062,6.2490,0.0010,6.4304,12.8889
425,0.1876,4.7317,0.0010,7.1611,12.0831
426,0.1903,4.8656,0.0010,7.5984,12.6581
427,0.1626,5.8453,0.0010,7.0746,13.0849
428,0.1600,5.4142,0.0010,7.5483,13.1249
429,0.1850,8.2846,0.0010,8.0333,16.5057
430,0.2482,5.4977,0.0010,6.9935,12.7418
431,0.1729,4.6391,0.0010,7.3154,12.1298
432,0.2141,7.4809,0.0010,6.3941,14.0929
433,0.1669,5.0101,0.0010,6.7689,11.9500
434,0.1953,7.1428,0.0010,6.2392,13.5806
435,0.1614,4.7638,0.0010,6.5129,11.4410
436,0.1683,4.4150,0.0010,7.4818,12.0676
437,0.1838,4.3566,0.0010,8.0962,12.6395
438,0.1953,5.1789,0.0010,5.8637,11.2405
439,0.1523,4.6368,0.0010,7.2098,12.0010
440,0.1602,4.8060,0.0010,6.8698,11.8389
441,0.1659,4.4169,0.0010,6.5384,11.1237
442,0.1640,7.4339,0.0010,9.7451,17.3454
443,0.1709,4.7662,0.0010,6.1321,11.0717
444,0.1841,4.3812,0.0010,8.9855,13.5534
445,0.1643,4.3654,0.0010,6.5887,11.1213
446,0.3002,4.3187,0.0010,7.0057,11.6277
447,0.2925,4.4043,0.0010,7.8888,12.5887
448,0.1812,4.5214,0.0010,6.4044,11.1098
449,0.1986,4.8563,0.0010,5.5814,10.6390
450,0.1657,4.6344,0.0010,8.0261,12.8284
451,0.1700,4.6198,0.0010,8.0218,12.8138
452,0.1662,4.6434,0.0010,8.4417,13.2544
453,0.1669,4.5667,0.0010,7.3717,12.1086
454,0.1972,5.9683,0.0010,5.7888,11.9574
455,0.1733,4.8170,0.0010,7.0801,12.0733
456,0.1843,6.0928,0.0010,6.9740,13.2544
457,0.1960,5.8944,0.0010,8.3644,14.4570
458,0.1926,5.2004,0.0010,5.3787,10.7744
459,0.1960,6.0689,0.0010,7.5629,13.8311
460,0.1767,4.8485,0.0010,8.3027,13.3309
461,0.1724,4.7741,0.0010,7.5314,12.4803
462,0.1636,6.5632,0.0010,7.4317,14.1611
463,0.2403,7.7710,0.0010,6.9070,14.9209
464,0.1915,4.5941,0.0010,8.7361,13.5241
465,0.1736,4.8795,0.0010,7.0136,12.0690
466,0.1810,4.6680,0.0010,6.2408,11.0934
467,0.1552,5.7824,0.0010,5.6043,11.5457
468,0.1607,4.3054,0.0010,6.2666,10.7355
469,0.1700,4.5214,0.0010,7.8478,12.5411
470,0.1814,4.6504,0.0010,6.8324,11.6670
471,0.1621,4.6172,0.0010,7.3042,12.0871
472,0.1709,4.8788,0.0010,7.0958,12.1481
473,0.1595,5.3513,0.0010,6.3062,11.8191
474,0.1600,5.1949,0.0010,7.0145,12.3718
475,0.1905,7.1332,0.0010,6.2854,13.6116
476,0.1633,4.5810,0.0010,7.2622,12.0096
477,0.2065,6.6731,0.0010,6.3710,13.2530
478,0.1938,5.4042,0.0010,6.1243,11.7247
479,0.2017,4.6134,0.0010,7.8652,12.6829
480,0.2122,6.6574,0.0010,6.8009,13.6733
481,0.2327,5.2636,0.0010,8.9021,14.4014
482,0.2012,4.5812,0.0010,5.4770,10.2625
483,0.1915,5.9161,0.0010,5.0783,11.1887
484,0.1571,4.2818,0.0010,5.5308,9.9721
485,0.1543,4.5338,0.0010,7.2207,11.9119
486,0.1733,5.0595,0.0010,6.5229,11.7583
487,0.1659,4.6806,0.0010,6.5775,11.4267
488,0.1574,5.3587,0.0010,7.1895,12.7084
489,0.1602,4.9081,0.0010,6.2904,11.3609
490,0.1850,4.4453,0.0010,7.0198,11.6532
491,0.2000,4.7576,0.0010,5.8396,10.8004
492,0.1643,5.6756,0.0010,7.6427,13.4857
493,0.2105,4.3166,0.0010,7.6401,12.1708
494,0.1938,4.4043,0.0010,7.3581,11.9588
495,0.1667,4.6170,0.0010,5.9488,10.7353
496,0.1605,4.4823,0.0010,7.1831,11.8277
497,0.2062,5.6005,0.0010,7.9241,13.7329
498,0.1702,4.5400,0.0010,7.5634,12.2762
499,0.1717,7.5369,0.0010,9.6762,17.3881
